id_actor,name,city,typology,typology_detail,channel,canal_secundario,physical_exhibition,exhibition_evidence,price_range,price_signal,service_scope,email,phone,address,main_channel,source_language,source_url,materials_brands_mentioned,key_messages,raw_notes,data_source,tool_used,priority_candidate_v2,_source_file,is_priority,priority_rank,entry_angle,project_role
bi-group-tashkent,BI Group,Tashkent,Hybrid,"Developer + Contractor (integrated development, engineering, construction group)",Proyectos,,Not determinable,Large regional developer with sales offices across Tashkent (via NRG-BI brand); no showroom specifically confirmed for the New Tashkent 'Astana' site yet (early construction phase).,Medium,Not determinable,Design+Build+Develop,,,"Tashkent, Uzbekistan (regional HQ: Astana, Kazakhstan)",Website,English,https://bi.group/en/news/bi-group-nachinaet-stroitelstvo-kvartala-astana-v-novom-tashkente; https://www.linkedin.com/posts/farkhodjon-israilov-66b363151_bi-group-expands-in-uzbekistan-new-deal-activity-7396222675246895104-yD59,Not determinable,"'BI Group Begins Construction of the Astana District in New Tashkent' | First phase: 10-hectare site, project value ~$200 million | Self-described as the '#1 Developer in Central Asia'","~3,000 apartments planned for the 'Astana' district in New Tashkent per YouTube coverage of the construction launch. Distinct from BI Group/NRG's Maftun Makon and Flagman projects, which appear to sit in a separate area near the Olympic town/New Uzbekistan district, not confirmed as New Tashkent. | v2.0 update: project confirmed under the name ""Ostona"" at its official Nov 2025 launch (spot.uz), majority shareholder/chairman Oydin Rahimboyev, refined figures: 3,162 apartments, 10.5 ha phase 1, $200M investment, construction started Nov 2025. (Earlier working name ""Astana district"" in original scrape appears to be the same project.)",existing_v2_reclassified,n/a (reclassification only),No,proyectos_dataset_seed.json,,,,
sharq-bahori-tashkent,Sharq Bahori,Tashkent,Developer,,Proyectos,,Not determinable,"Has a 'sale office' in New Tashkent per its website contact section, but no explicit showroom/model-apartment confirmed in sources reviewed.",Medium,Not determinable (no published price list),Design+Build+Develop,info@sharqbahoriuylari.com,+998 55 901 2222,"Sale office, New Tashkent, Uzbekistan",Website,English,https://sharqbahoriuylari.com/; https://newtashkent.uz/ru/about/about-district/information-about-district,Laminate parquet; ceramic finishes; German-standard windows and joinery; triple-layer XPS insulation,"'The future lives here' - modern & smart residences in New Tashkent | Positioned as a '15-minute city' within New Tashkent, 100m from a metro station | Smart home system (Zigbee protocol), face-ID entry, license-plate recognition parking","Community amenities listed relative to New Tashkent landmarks: Ministry buildings 700m, National Library 1.5km, New Business District 3km, New Tashkent Airport 8.4km. Featured prominently (own logo) in the header of the official newtashkent.uz Directorate website, suggesting a flagship/showcase status.",existing_v2_reclassified,n/a (reclassification only),No,proyectos_dataset_seed.json,,,,
studia-54-tashkent-2,Studia 54,Tashkent,Interior Designer (Proyectos),,Proyectos,,Not determinable,"No physical showroom in Uzbekistan; studio operates from Saint Petersburg (Russia) with a Dubai (UAE) representative office; the specific New Tashkent portfolio page was unavailable (404) at time of research, project confirmed via the studio's own social post.",High,Premium/luxury positioning,Design only,welcome@studia-54.com,+7 (931) 270 54 54 (Russia); +971 (58) 562-45-54 (Dubai),"191014, Saint Petersburg, Novgorodskaya 23A, office 340, Russia; DMCC, Dubai, UAE (representative office)",Multiple,Russian,https://vk.com/wall-107858900_3721; https://studia-54.com/,"Not determinable (project page unavailable); described generically as 'natural materials, custom lighting installations, collectible furniture'","'New Tashkent you haven't seen yet' - interior of a premium residential complex in New Tashkent | Concept built around the atmosphere of the world's best hotels | Special focus on lobby, lounge zones and resident meeting spaces, not just individual apartments","Which specific New Tashkent residential complex this interior belongs to (e.g. Crystal Avenue or another) was not confirmed - the studio's dedicated project page returned a 404 error; relationship to New Tashkent established via the firm's own VK announcement post dated 22 June (year not specified in scrape) with URL slug 'interer-premialnogo-zhilogo-kompleksa-v-novom-tashkente-uzbekistan' (interior of a premium residential complex in New Tashkent, Uzbekistan). | REVISAR: Possible duplicate of another ""Studia 54"" record (see id_actor studia-54-tashkent, ex-index 6) sourced separately in v2 with different project evidence (a New Tashkent developer complex interior here vs. a private villa there). Kept as two separate records pending manual verification of whether this is one company or two.",existing_v2_reclassified,n/a (reclassification only),No,proyectos_dataset_seed.json,,,,
venfasad-art-granit-tashkent,VENFASAD (ART GRANIT TASHKENT LLC),Tashkent (New Tashkent),Facade Installer,Manufacturer and installer of ventilated facade systems (galvanized-steel frameworks and fasteners); describes itself as a leading Uzbek producer of NVF components,Proyectos,,Not determinable,,Medium,"Positions as a large-scale industrial manufacturer (""leading producer of ventilated facade system components in Uzbekistan"") rather than a premium/boutique brand; no published price list.",Design+Install+Supply,,+998 95 979 00 00,"Tashkent, Uzbekistan (exact street address not published)",Website,Russian,http://venfasad.uz/,"Own-production galvanized steel (100-micron coating, 1.2-2mm) facade frameworks and fasteners; certified per internal UzTest 2024 report","19 years on the Uzbekistan market; 10,000+ completed objects; foreign-standard certification","Legal entity is ""ART GRANIT TASHKENT"" LLC trading as VENFASAD. Manufactures the substructure/fastening components used under ventilated facade cladding (i.e. the system Cosentino's Dekton Slim panels would be hung on) rather than the cladding material itself.",new_v3,firecrawl,,proyectos_dataset_new.json,true,11,"Top facade-installer candidate (Design+Install+Supply, existing stone-facade positioning) — Dekton Slim/Facades supply agreement + installer technical training + visible pilot installation.",Not tied to a named New Tashkent project this pass; large-scale domestic NVF substructure manufacturer/installer relevant to facade supply chain.
uzfasad,UZFASAD,Tashkent (New Tashkent),Facade Installer,"Manufacturer of metal facade panels (aluminum, galvanized steel, Corten steel) with in-house perforation/cutting/bending/metal-processing services and ventilated facade installation",Proyectos,,Not determinable,,Medium,"Broad technical catalog by material/panel type; positioned as an industrial fabricator, not a premium brand.",Design+Install+Supply,,+998 93 799 98 43,"Tashkent, Uzbekistan (exact street address not published)",Website,Russian,https://uzfasad.uz/navesnoi-ventiliruemyi-fasad,"Aluminum composite, galvanized-steel, and Corten-steel facade panels; perforated, volumetric and flat panels; metal cassettes","Full catalog organized by material and panel geometry; dedicated ""Objects"" portfolio page (fasadnye-paneli-objekty) showing completed installations","In-house metal processing (perforation, cutting, bending) indicates real fabrication capability, not just trading/reselling.",new_v3,firecrawl,,proyectos_dataset_new.json,,,,Not tied to a named New Tashkent project this pass.
nashfasad,NASH FASAD (Nashfasad),Tashkent (New Tashkent),Facade Installer,"Turnkey facade finishing contractor (decorative plaster/liquid travertine, stone cladding, ACM/Alucobond installation) for private and commercial buildings",Proyectos,,Not determinable,,Medium,"""500+ completed facades, 80+ specialists, 15+ years"" signals real operational scale; no explicit premium/luxury positioning language.",Design+Install,,+998 97 754 80 08,"Tashkent, Uzbekistan (exact street address not published)",Telegram (@ilyarazborov),Russian,https://nashfasad.uz/,"Liquid travertine, bark (korned) plaster, mineral-chip plaster, Venetian plaster, natural stone cladding",500+ completed facades; 80+ specialists on the team; 15+ years of experience; free estimates and contractual quality guarantee up to 15 years,"A team of 80 specialists is unusually large for a Tashkent facade contractor, suggesting real capacity to run several large/commercial sites concurrently.",new_v3,firecrawl,,proyectos_dataset_new.json,,,,Not tied to a named New Tashkent project this pass.
fasad-uz,Fasad.uz,Tashkent (New Tashkent),Facade Installer,"Facade works contractor: liquid travertine, plinth (socle) works, Alucobond/ACM installation, rough plastering, balcony finishing",Proyectos,,Not determinable,,Medium,"""8 years of experience, 34 masters, 18 material types, 388 clients"" - established mid-size contractor, no premium claims.",Design+Install,,+998 78 113-07-63,"Tashkent, Uzbekistan (exact street address not published)",Website,Russian,https://www.fasad.uz/,"Liquid travertine, Alucobond (ACM), mineral/rough plaster","8 years of experience; 34 specialists on staff; 18 types of cladding materials; 388 completed clients; ACM installation explicitly marketed for ""office facades, canopies and railings""","The Alucobond/ACM service line is explicitly framed around commercial/office buildings, distinguishing it from purely residential-house facade shops.",new_v3,firecrawl,,proyectos_dataset_new.json,,,,Not tied to a named New Tashkent project this pass.
fasad-gallery-company,Fasad Gallery Company (OOO),Tashkent (New Tashkent),Facade Installer,"Full-service facade contractor: ventilated facades (ACM, porcelain-granite/ceramic-granite ventfacade, fiber cement), stone facades (natural/artificial stone, granite, marble, travertine), glass facades (structural/semi-structural glazing), panel, siding, wood and ceramic facades",Proyectos,,Not determinable,,Medium,"FAQ explicitly confirms it works with commercial objects (""Tijoriy obyektlar bilan ham ishlaysizmi?"" = yes); widest declared premium-material range (natural stone, structural glass) among pure facade installers found this pass.",Design+Install+Supply,,+998 91 598 0007 / +998 77 091 0007,"Tashkent, Chilonzor district, Bunyodkor 27",Website,Uzbek,http://fasadgallery.uz/,"ACM, ceramic/porcelain granite ventfacade, fiber cement, natural/artificial stone, granite, marble, travertine, structural glass, terracotta/klinker tile","""To'liq fasad xizmati"" (Full facade service): design, materials, installation and quality control by one team; turnkey (""pod klyuch"") delivery","Broadest declared material catalogue of any pure facade installer found this pass, most directly overlapping with Cosentino's Dekton/porcelain-ceramic facade positioning.",new_v3,firecrawl,,proyectos_dataset_new.json,,,,Not tied to a named New Tashkent project this pass.
alfas-tashkent,ALFAS Tashkent,Tashkent (New Tashkent),Facade Installer,"Tashkent regional branch/storefront of Russian ventilated-facade systems supplier ALFAS; sells and installs the widest range of facade materials found this pass (ACM, steel composite panels, fiber-cement boards, facade porcelain granite incl. thin porcelain granite, facade/metal cassettes, GRC, natural stone, artificial stone, natural wood/planken, HPL/compact laminate, terracotta panels) plus turnkey NVF installation and NVF design/engineering",Proyectos,,Not determinable,,High,"Positioned as an engineering-led B2B/project supplier (offers NVF design/engineering, geodesy, downloadable technical presentation) rather than a retail/homeowner shop.",Design+Install+Supply,info@al-fas.ru,8 (800) 775-05-93 (Russia-wide toll-free; dedicated Tashkent regional subdomain),Not determinable (regional web storefront; no Tashkent street address published),Website,Russian,https://tashkent.al-fas.ru/facades/,"ACM, steel composite panels, fiber cement, facade porcelain granite, thin porcelain granite, facade/metal cassettes, GRC (glass-fiber reinforced concrete), natural/artificial stone, HPL/compact laminate, terracotta panels","""Turnkey NVF installation"" (composite/porcelain granite/metal cassettes/fiber cement/natural stone) and ""NVF design/engineering"" (visualization, design project, geodesy)","Part of a larger Russian facade-materials group (al-fas.ru) with a dedicated Tashkent-market subdomain - signals the Uzbek ventilated-facade market is developed enough to draw in regional Russian suppliers. Its ""thin porcelain granite"" line is the category most directly adjacent to Dekton Slim found in this pass.",new_v3,firecrawl,,proyectos_dataset_new.json,,,,Not tied to a named New Tashkent project this pass; positioned as a materials + turnkey installation partner for large ventilated-facade projects across Tashkent.
alstar-golden-happiness,ALSTAR (Golden Happiness LLC),Tashkent (New Tashkent),Facade Installer,Domestic factory (own production) and exporter of aluminum composite panels (ACM/Alucobond-type) for ventilated facades,Proyectos,,Not determinable,,Medium,"Golden Pages lists it as ""Производитель, завод"" (Manufacturer/factory) + ""Экспортёр"" (Exporter), implying factory-direct pricing versus imported systems.",Design+Install+Supply,,+998 94 669-XX-XX (masked by directory; full number requires unlock),"Factory: Tashkent region, Zangiata district, settlement Urtaovul; Office: Tashkent, Uchtepa district, Izza St. 59",Instagram,Russian,https://www.goldenpages.uz/company/?Id=79066,ALSTAR and Dibond-branded aluminum composite panels,"""Reliable aluminum composite panels""; nationwide delivery; 11 years listed on Golden Pages","One of the few identified LOCAL (domestic-factory) ACM panel manufacturers - relevant as a potential lower-cost competitive benchmark or local supply-chain partner. Own corporate site (alyukabond.uz, a related domain found in the same search) returned a WordPress fatal error and could not be independently verified this pass.",new_v3,firecrawl,,proyectos_dataset_new.json,,,,Not tied to a named New Tashkent project this pass.
mbs-muruvvat-baraka-servis,MBS (Muruvvat Baraka Servis LLC),Tashkent (New Tashkent),Facade Installer,Manufacturer/exporter of aluminum composite panels and roofing/waterproofing materials,Proyectos,,Not determinable,,Not determinable,,Design+Install+Supply,,+998 90 943-XX-XX (masked by directory; full number requires unlock),"Tashkent, Mirzo-Ulugbek district, Mustaqillik Ave. 42",Website,Russian,https://www.goldenpages.uz/company/?Id=71603,Aluminum composite panels; roofing/waterproofing materials,14 years listed on Golden Pages; exporter status,Contact details are directory-masked; own corporate website not independently verified this pass. Included for roster diversity among ACM manufacturers.,new_v3,firecrawl,,proyectos_dataset_new.json,,,,Not tied to a named New Tashkent project this pass.
tan-group-tan-steel-builders,TAN Group (TAN Steel Builders LLC),Tashkent (New Tashkent),Hybrid,"General contractor (turnkey construction, LSTK light-steel structures, sandwich-panel installation, metal-structure erection, subcontract works, reconstruction) with confirmed facade/building-envelope execution scope; also listed in Golden Pages under ""facade works/facade repair""",Proyectos,,Not determinable,,High,"Confirmed as General Contractor for ""Toshkent Plaza"" (developer: Choice Nova TAN LLC), a large commercial/business complex, 2024-2026 - a high-value confirmed contract.",Design+Build,info@tangroup.uz,+998 71 200 32 00 / +998 77 494 54 24,"Tashkent, Temur Malik St. 17a",Website,Russian,https://tangroup.uz/ru ; https://tangroup.uz/ru/project/toshkent-plaza,"LSTK (light steel thin-wall structures), sandwich panels, metal structures","Self-described leading general contractor in Tashkent; full-cycle construction management, engineering supervision, quality control at every stage","Confirmed GC role documented on its own site for ""Toshkent Plaza"" commercial complex (client ""Choice Nova TAN"" LLC, 2024-2026); this project's location appears to be Tashkent city proper and is NOT independently confirmed to lie inside the New Tashkent district boundary - included under the task's ""equivalent-scale development"" allowance. Golden Pages separately lists the company (as ""TAN STEEL BUILDERS"" LLC, same Temur Malik St. address) under the facade-repair/facade-works rubric, confirming in-house facade/envelope execution capability alongside its core structural/GC business - flagged Hybrid and cross-listed under Facade Installer per task instructions.",new_v3,firecrawl,,proyectos_dataset_new.json,,,,"General contractor for Toshkent Plaza commercial complex (Tashkent, location vs. New Tashkent boundary unconfirmed); facade/envelope execution capability (LSTK, sandwich panels, metal cladding, facade repair) makes it a candidate GC/subcontractor for future New Tashkent builds."
murad-buildings-mbc,Murad Buildings (MBC),Tashkent (New Tashkent),Hybrid,"Developer + in-house general contractor (integrated EPC/developer model); one of Tashkent's most established residential developers, now expanding into New Tashkent",Proyectos,,Not determinable,,High,"Multiple completed premium-branded projects (Cambridge Residence, Mercury Business Center, Kislorod clubhouse, ""Brand of the Year 2022"" award); ""Nest One"" marketed as the ""first skyscraper in Uzbekistan"".",Design+Build+Develop,,+998 78 122 88 22,"Tashkent, Uzbekistan (exact HQ street address not published on scraped pages)",Website,English,https://mbc.uz/en ; https://www.mbc.uz/en/teaser/sarbon,Not determinable,"Site states both ""Since 2003"" and ""16 years on the market"" (minor internal inconsistency); ""4,000+ successful projects/happy families""; ""700,000+ m² project area""; new project ""Sarbon"" explicitly marketed as ""A NEW PROJECT IN NEW TASHKENT""","Track record includes Ko'kcha Qo'rg'on RC, Central Clubhouse, Green City RC, Mercury Business Center, Amir Temur RC, Gulsaroy RC, Cambridge Residence, Do'stlar RC, Mufarrah Clubhouse, Felicita RC, Kislorod clubhouse, Nest One (""first skyscraper in Uzbekistan""), Regnum Plaza, Soy Bo'yi RC (handover 2026). Confirmed prior partnership with BI Group on other Tashkent housing (per company Instagram history). ""Sarbon"" (New Tashkent) is currently an early-access/teaser landing page only - not yet publicly detailed (no unit count, price or delivery date published).",new_v3,firecrawl,,proyectos_dataset_new.json,true,9,"Developer + own contractor on two active New Tashkent projects (Ostona, Sarbon) — framework agreement pitched at group level to cover both in one negotiation; plausible first Dekton Facades pilot site.","Developer + contractor of ""Sarbon"", a new residential project inside New Tashkent (early-access/teaser stage as of this pass)."
camc-china-ippr-engineering,"China CAMC Engineering / China IPPR International Engineering Co., Ltd.",Tashkent (New Tashkent),Contractor,"Chinese state-owned EPC contractor (subsidiary of Sinomach / China National Machinery Industry Corporation) with a large-scale Uzbekistan track record (Navoi chemical plant $440M, Charvak cable cars, Tashkent Asian Youth Games sports-village complex $289M in Yashnabad district)",Proyectos,,Not determinable,,High,Track record of $200-440M-scale EPC contracts in Uzbekistan.,Design+Build,,,,Website,English,https://newtashkent.uz/ru/our-partners/partners ; https://eurasianet.org/chinese-company-to-build-olympic-village-in-uzbekistan,Not determinable,"Li Haixin (President of China Engineering Corporation CAMC / Chairman of China IPPR International Engineering) is featured as an official testimonial ""partner"" on the New Tashkent Directorate's own ""Our Partners"" page, describing New Tashkent as Uzbekistan's ""new benchmark""","IMPORTANT CAVEAT: CAMC's specific project/contract WITHIN New Tashkent is not independently confirmed by a second public source this pass - the only direct link found is its featured testimonial as an official ""partner"" on newtashkent.uz/our-partners. Its confirmed Uzbekistan EPC track record (Olympic Village-style sports complex, Navoi chemical plant) sits in Yashnabad/Navoi, NOT confirmed inside the New Tashkent district boundary. Included because of the explicit official-partner relationship signal and evident EPC scale/capability; verify specific New Tashkent scope before outreach.",new_v3,firecrawl,,proyectos_dataset_new.json,,,,"Official ""partner"" of the New Tashkent Directorate (per newtashkent.uz); specific New Tashkent contract/project not independently confirmed this pass."
pro-building-uz,Pro Building,Tashkent (New Tashkent),Contractor,"General renovation/construction contractor covering interior finishing, MEP (electrical/plumbing/sewage/gas/fire suppression), HVAC, facade works (travertine, tile, paint, decor, mineral wool insulation), earthworks and roofing - broad turnkey scope for commercial/residential buildings",Proyectos,,Not determinable,,Medium,"""24/7, no days off"" positioning and a broad multi-trade catalog; no explicit premium claims.",Design+Build,,+998 71 230-17-71,"Tashkent, Uzbekistan (exact street address not published)",Website,Russian,https://probuilding.uz/services/fasad/travertin,"Travertine, mineral wool (facade insulation)","Full-scope general contractor spanning structural/earthworks, MEP, facade, roofing and finishing trades under one roof",Not tied to a named New Tashkent project this pass; included as a broad-scope Tashkent general contractor with demonstrated facade capability - a potential subcontractor/channel partner for future large-scale work.,new_v3,firecrawl,,proyectos_dataset_new.json,,,,Not confirmed on any named New Tashkent project this pass.
markaz-group-yangi-toshkent,"Markaz Group (project: ""Markaz Yangi Toshkent"")",Tashkent (New Tashkent),Developer,"Residential developer of ""Markaz Yangi Toshkent"", a family-oriented residential complex explicitly located within the New Tashkent development zone",Proyectos,,Not determinable,,Medium,"""Comfort/family"" positioning (car-free courtyards, 24/7 security, green landscaping, community amenities, ground-floor retail) - no explicit premium/luxury language, positioned below Crystal Avenue's ""smart luxury"" tier.",Design+Build+Develop,,1808 (short code),"New Tashkent (near the ""Yangi Toshkent rivojlanish markazi"" / New Tashkent development center; exact plot not published)",Telegram,Uzbek,https://markazgroup.uz/uz,Not determinable,"""Markaz Yangi Toshkent - a place where every detail in your life matters""; positioned close to New Tashkent's development center; underground and above-ground parking, reception/lounge zones, 24/7 video surveillance","Site is at marketing/pre-sale stage (lead-capture forms, floor plans, masterplan renders); no explicit unit count, total area or delivery date published. Contact via Telegram @markaztoshkent.",new_v3,firecrawl,,proyectos_dataset_new.json,,,,"Developer of a New Tashkent residential complex (""Markaz Yangi Toshkent"")"
ank-memor,ANK Memor LLC,Tashkent (New Tashkent),Architecture Studio,Local Uzbek architecture firm; designed the New Tashkent Directorate's own Administrative Building (headquarters),Proyectos,,Not determinable,,High,"Directly commissioned by the New Tashkent Directorate itself for its flagship 15,000 m² HQ building - the highest-prestige local design credential found across all three research passes.",Design only,,,,Website,English,https://awards.share-architects.com/projects/administrative-building-new-tashkent-uzbekistan/,"Not determinable (facades described as featuring ""arches and ornamental details"" in a contemporary national style)","Principal architect Akhmedov Nozimjon; project team Tursunkulov Kh., Urazbaev I.; building ""defines the architectural identity of New Tashkent""","Project completed 20 Dec 2024, 15,000 m², client: New Tashkent Directorate - this is the Directorate's own headquarters/administrative building. Also featured as a speaker (Nozim Akhmedov, talk: ""National motifs in modern facades"") at the Zak World of Facades Uzbekistan conference, Sept 2026 edition (facades.uz).",new_v3,firecrawl,,proyectos_dataset_new.json,true,10,"Designed the New Tashkent Directorate's own delivered HQ — preferred technical-specification agreement, leverage credibility to open doors with other Directorate-linked studios.","Architect of record for the New Tashkent Directorate's Administrative Building (HQ), already completed and in use."
archiquad-group,Archiquad Group,Tashkent (New Tashkent),Architecture Studio,"Established Tashkent architecture, interior design and integrated-engineering group (BIM-driven), tracing its lineage to a 1993 studio founded by ""People's Architect"" Adylov",Proyectos,,Not determinable,,High,"""One of the first private design organizations in Tashkent""; clients described as ""major international companies""; holds the highest-category design licenses; BIM-based project delivery.",Design only,info@archiquad.uz,+998 77 282-09-00,"Tashkent, 100128, Labzak St. 1a",Website,Russian,https://www.archiquad.uz/about/,Not determinable,"""Architecture, design and engineering projecting""; specializes in architecture, interior design, integrated engineering, masterplanning and project management","Founder/director Bakhrom Khodjaev presented at the Zak World of Facades Uzbekistan conference (facades.uz). Press coverage (spot.uz, June 2026) profiles the firm's shift ""from beauty salons to a Porsche showroom"", signalling a strong commercial/retail interior portfolio. Specific New Tashkent project not independently confirmed this pass - included as a bonus Architecture Studio find given its direct facade-industry visibility.",new_v3,firecrawl,,proyectos_dataset_new.json,,,,Not confirmed on a named New Tashkent project this pass; included for facade-industry visibility and design-market relevance.
autotechdraw-tashkent,AutoTechDraw,Tashkent,Architecture Studio,"Estudio de diseño/arquitectura e ingeniería con licencia EPC (Engineering Procurement Construction); trabaja proyectos de gran escala en todo Uzbekistán, no solo en la capital; ocasionalmente también diseña apartamentos privados",Proyectos,Retail (diseño de apartamentos ocasional),Not determinable,,Not determinable,,Design only,,+998978300000,"Tashkent, ул. Ахмад-Югнакий 38",Not determinable,Russian,,,"Licencia EPC (Engineering Procurement Construction) — trabaja en todo Uzbekistán, no solo en la capital","Flaggeado por el agente de búsqueda retail de Tashkent como 'posible Proyectos, no incluido aquí'; no llegó a scrapearse en profundidad (sin web propia confirmada) — verificar directamente antes de outreach.",new_v3,firecrawl,,manual_addition_from_retail_tashkent_flag,,,,
