id_actor,name,city,typology,typology_detail,channel,canal_secundario,physical_exhibition,exhibition_evidence,price_range,price_signal,service_scope,email,phone,address,main_channel,source_language,source_url,materials_brands_mentioned,key_messages,raw_notes,data_source,tool_used,priority_candidate_v2,_source_file,is_priority,priority_rank,entry_angle
e-tirof-sanoat-servis-namangan,E'tirof Sanoat Servis,Namangan,Kitchen,Furniture manufacturer,Retail,,Not determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 91 359-XX-XX (directory-truncated),"Namangan, ul. Bulakbashi 8",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
humo-dizayn-servis-namangan,Humo Dizayn Servis,Namangan,Kitchen,Furniture manufacturer,Retail,,Not determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 99 432-XX-XX (directory-truncated),"Namangan district, Bogishamol l.g.c",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,"""Design"" in company name (Dizayn Servis) suggests design-consultation add-on vs. pure manufacturing peers",,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
madina-muhammad-mebel-namangan,Madina Muhammad Mebel,Namangan,Kitchen,Furniture manufacturer (family company),Retail,,Not determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 90 275-XX-XX (directory-truncated),"Namangan, ul. Beshkapa 1",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
mirshohid-savdo-sanoat-servis-namangan,Mirshohid Savdo Sanoat Servis,Namangan,Kitchen,"Furniture manufacturer - living room/bedroom furniture, customization service",Retail,,Not determinable,GoldenPages directory listing; extended hours 08:00-20:00 suggest a retail-facing operation.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 97 760-XX-XX (directory-truncated),"Namangan, ul. Uychinskaya 221",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Directory-only listing,"Already appeared as ""Миршохид Савдо Саноат Сервис"" in top.uz general-furniture scrape for Namangan - cross-confirmed by two independent directories.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
namangan-ta-mirlash-va-butlash-namangan,Namangan Ta'mirlash va Butlash,Namangan,Kitchen,Furniture manufacturer/exporter,Retail,,Not determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer/exporter, no independent price signal found.",Manufacture+Supply,,+998 90 555-XX-XX (directory-truncated),"Namangan, ul. Kasansay 25",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
zilol-furniture-factory-namangan,Zilol Furniture Factory,Namangan,Kitchen,Furniture factory with own website,Retail,,Not determinable,Own domain (zilol-mebel.uz) confirmed in directory; not independently scraped this pass. Extended hours 09:00-19:00.,Low,Not determinable - own site not scraped this pass.,Manufacture+Supply,alisher_mirzabaev@mail.ru,+998 69 232-XX-XX (directory-truncated),"Namangan, ul. Islam Karimov 32 (also 32A in top.uz cross-reference)",Website,Russian,https://zilol-mebel.uz/ ; https://www.goldenpages.uz/en/rubrics/?Id=3581,Not determinable,Cross-confirmed via two directories (GoldenPages + top.uz) - one of the more established Namangan furniture factories,Recommend a direct scrape of zilol-mebel.uz before outreach; this is the strongest Namangan lead by cross-source confirmation.,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
namangan-mebel-bozorii-namangan,Namangan Mebel Bozorii,Namangan,Kitchen,"Ready-made + custom furniture retailer, Instagram-native",Retail,,Not determinable,"Instagram account (2,709 followers, 1,969 posts) run by an individual (Бек.Раимжанов); nationwide delivery emphasized, physical shop/showroom not confirmed.",Low,Positioned around affordable ready-made furniture with delivery/install across Uzbekistan.,Supply only,,,Namangan (not determinable),Instagram,Russian,https://www.instagram.com/namangan_mebel_bozorii/,Not determinable,Ready-made furniture with nationwide delivery,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
andijon-mebel-ltd-andijan,Andijon Mebel LTD,Andijan,Kitchen,Furniture manufacturing and production,Retail,,Not determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 93 787-XX-XX (directory-truncated),"Andijan, ul. Ahmadbekhodji 72",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,"Name (""Andijon Mebel"") matches the Instagram account @andijon_mebell_ found separately - may be the same or a related business, not confirmed.",existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
baraka-exclusive-mebel-andijan,Baraka Exclusive Mebel,Andijan,Kitchen,Furniture manufacturer/exporter,Retail,,Not determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer/exporter, ""Exclusive"" in name suggests upmarket ambition but no price data.",Manufacture+Supply,,+998 97 837-XX-XX (directory-truncated),"Andijan, Tashkent St 13",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
forever-quality-andijan,Forever Quality,Andijan,Kitchen,Furniture manufacturer/exporter,Retail,,Not determinable,GoldenPages directory listing only.,Low,"Directory-listed manufacturer/exporter, no independent price signal found.",Manufacture+Supply,,+998 91 477-XX-XX (directory-truncated),"Andijan, ul. Tinchlik 9",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
jahon-mebel-city-andijan,Jahon Mebel City,Andijan,Kitchen,Furniture and fittings manufacturer,Retail,,Not determinable,"GoldenPages directory listing only; name (""Mebel City"") hints at a larger-format retail operation but unconfirmed.",Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 90 540-XX-XX (directory-truncated),"Andijan, ul. Nayman 30",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
mebelier-group-andijan,Mebelier Group,Andijan,Kitchen,Furniture manufacturer and retailer,Retail,,Not determinable,"GoldenPages directory listing; described as both manufacturer AND retailer, slightly stronger showroom likelihood than pure-manufacturer peers.",Low,"Directory-listed manufacturer/retailer, no independent price signal found.",Manufacture+Supply,,+998 99 646-XX-XX (directory-truncated),"Andijan, Sarvontepa makhalla 4",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
oltin-mebel-andijan,Oltin Mebel,Andijan,Kitchen,Furniture manufacturer/exporter (private enterprise),Retail,,Not determinable,GoldenPages directory listing only; shares address (Sarvontepa 4) with Mebelier Group - likely same industrial cluster.,Low,"Directory-listed manufacturer, no independent price signal found.",Manufacture+Supply,,+998 91 613-XX-XX (directory-truncated),"Andijan, Sarvontepa makhalla 4",Directory (GoldenPages),Russian,https://www.goldenpages.uz/en/rubrics/?Id=3578,Not determinable,Directory-only listing,,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
andijon-mebel-instagram-andijan,Андижон Мебель (Andijon Mebel Instagram),Andijan,Kitchen,"Furniture retailer/manufacturer with own workshop, Instagram-native",Retail,,Not determinable,"8,103 followers, 120 posts; bio claims own workshop (""taller propio"") and delivery across Central Asia; consumer-facing showroom not independently confirmed via WebFetch (Instagram login wall).",Medium,"15 years experience, 1,000+ clients claimed - established mid-market operator, not explicitly budget-positioned.",Manufacture+Supply,,,Andijan (not determinable),Instagram,Russian,https://www.instagram.com/andijon_mebell_/,Not determinable,"15 years experience; 1,000+ satisfied customers; own workshop; delivery across Central Asia",Strongest Andijan retail social-media presence found this pass by follower count.,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
fayzli-mebel-andijan,Fayzli Mebel,Andijan,Kitchen,"Furniture retailer, dual presence Andijan + Tashkent",Retail,,Not determinable,406 followers; bio references locations in both Andijan and Tashkent; showroom not independently confirmed via WebFetch (Instagram login wall).,Low,Smaller-scale operator (406 followers) vs. Андижон Мебель - positioned as accessible/mass-market.,Manufacture+Supply,,,Andijan and Tashkent (not determinable),Instagram,Russian,https://www.instagram.com/fayzli_mebel/,Not determinable,"Bedrooms, kitchens, complete furniture sets; free delivery and installation",Dual-city presence (Andijan + Tashkent) could be a useful bridge partner across two priority markets.,existing_v2_reclassified,n/a (reclassification only),No,retail_dataset_seed.json,,,
comfort-mebel-tashkent,Comfort Mebel,Tashkent,Kitchen,Fabrica de muebles a medida (incl. cocinas) con varias sucursales en centros comerciales/bazares de Tashkent,Retail,,Yes,"3 sucursales fisicas en Tashkent segun 2GIS (TC Sampi/Yunusabad, Uchtepa); tienda principal en TC Sampi, atencion diaria 10:00-20:00",Low,Eslogan 'Dostupnaya mebel bez kompromissov' (mueble accesible sin compromisos); venta a plazos (rassrochka) en 5 minutos; enfasis constante en precio bajo sin perder calidad,Design+Install+Supply,,+998 55 500-40-40,"Tashkent, Yunusabadskiy r-n, ul. Bogishamol 260a, TC Sampi",Website,Russian,https://comfort-mebel.uz/,Produccion propia; sin marcas de herrajes especificadas en la web,Fabrica privada desde 2007; produccion propia; +70.000 clientes reclamados; entrega rapida y pago flexible,"Tambien listada en 2GIS bajo categoria 'kuhni na zakaz' (cocinas a medida) con 3 filiales (TSUM, Sampi Bazar, Uchtepa).",new_v3,firecrawl,,retail_tashkent.json,,,
service-eco-kuhni-tashkent,Service-Eco - Kuhni na zakaz,Tashkent,Kitchen,Servicio/taller de fabricacion de cocinas a medida con escalado de precio Economico/Medio/Premium explicito,Retail,,Not determinable,Menciona taller propio de 800 m2 con maquinaria Biesse (Italia) y visita de medicion a domicilio; no se confirma sala de exposicion abierta al publico en la web,Medium,"Tabla de precios explicita: Economico (LDSP desde 1.834.000 UZS/m.l.), Medio (MDF PVC/acrilico 3.3-3.9M UZS/m.l.), Premium (MDF pintado Italia/madera maciza 5.4-8.8M UZS/m.l.); coste medio de cocina economica citado en 13.938.000 UZS",Design+Install+Supply,,+998 94 612 61 50,"Tashkent, ul. Fayzli, 1",Website,Russian,https://service-eco.uz/mebel-na-zakaz/kuhni/,"LDSP, MDF, herrajes Blum/Hettich/Boyard/GTV; maquinaria Biesse (Italia)","Fabricacion en 10-20 dias, instalacion en 48h, garantia 3-5 anos, medicion y proyecto 3D gratuitos, contrato con precio fijo",Parte de un 'centro de servicios' (service-eco.uz) mas amplio de reparaciones/mantenimiento del hogar; encontrado via 'kuhni ekonom klassa Tashkent'.,new_v3,firecrawl,,retail_tashkent.json,,,
mebelroom-tashkent,Mebelroom.uz,Tashkent,Kitchen,"Taller/fabrica de mobiliario a medida (cocinas, armarios, dormitorios, mobiliario de oficina) con showroom",Retail,,Yes,"Direccion fisica publicada: ul. Kushbegi 6A, Tashkent; multiples resenas de clientes verificadas en Google Maps",Medium,"Precio desde 3.600.000 UZS/m.l. para cocinas; herrajes desde gama economica (Aosite, DTC, Boyard China/Rusia) hasta premium (Blum, Hettich, GTV) segun presupuesto del proyecto",Design+Install+Supply,info@mebelroom.uz,+998 93 766 54 45,"Tashkent, ul. Kushbegi, 6A",Website,Russian,https://mebelroom.uz/,"LDSP/LMDF Kronospan, Egger, Timber; fachadas acrilicas AGT, Kashtan; herrajes Aosite/DTC/Boyard a Blum/Hettich/GTV","En el mercado desde 2012; +1600 mediciones, +1500 proyectos fabricados, +1400 clientes satisfechos; entrega 7-21 dias; transporte e instalacion incluidos",Primera posicion organica en busqueda 'kuhni na zakaz Tashkent'; canales Telegram/Facebook/Instagram/YouTube activos.,new_v3,firecrawl,,retail_tashkent.json,,,
viva-deluxe-fabrika-mebeli-tashkent,VIVA DELUXE (Fabrika mebeli),Tashkent,Kitchen,"Fabrica de muebles de cocina, fabricante y exportador registrado en directorio de negocios",Retail,,Not determinable,Listada como productor/exportador en Golden Pages con direccion de fabrica; no se confirma sala de exposicion retail independiente,Medium,Fabricante/exportador de gama media sin senales de posicionamiento premium ni de descuento extremo en el listado del directorio,Design+Install+Supply,,"+998 93 507-XX-XX (parcial, Golden Pages)","100093, Tashkent, Yunusabadskiy r-n, kv-l Yunusabad-2, pr-t Amira Temura, 1A",Website,Russian,https://www.goldenpages.uz/company/?Id=69084,,Productor y exportador certificado (sello Golden Pages); 36 valoraciones positivas en el directorio; presencia en Facebook e Instagram,"Encontrada en directorio Golden Pages, rubro 'Kuhonnye garnitury - prodazha, proizvodstvo' (Id=101419), distinto del rubro usado en la pasada anterior (Id=3995).",new_v3,firecrawl,,retail_tashkent.json,,,
new-mebel-salon-tashkent,New Mebel (Design-Studio New Mebel),Tashkent,Kitchen,Salon/fabricante de muebles de cocina y mobiliario empotrado,Retail,,Not determinable,Listado como 'mebelnyy salon' con direccion de fabrica en directorio Golden Pages; no se confirma sala de exposicion abierta al publico,Low,Listado generico en directorio sin senales de posicionamiento premium; nombre generico ('mueble nuevo') sugiere mercado masivo,Design+Install+Supply,,"+998 90 188-XX-XX (parcial, Golden Pages)","Tashkent, Yashnabadskiy r-n, ul. Fargona Yuli, 39",Website,Russian,https://www.goldenpages.uz/company/?Id=73955,,,"Directorio Golden Pages, rubro 'Kuhonnye garnitury' (Id=101419).",new_v3,firecrawl,,retail_tashkent.json,,,
shaxriston-mebel-servis-tashkent,Shaxriston Mebel Servis,Tashkent,Kitchen,"Fabricante de muebles de cocina, mobiliario empotrado y barras de cocina",Retail,,Not determinable,Listado como productor en directorio Golden Pages con direccion de taller; no se confirma sala de exposicion,Low,Sin senales de posicionamiento premium en el listado; taller/PYME local generica,Design+Install+Supply,,"+998 97 770-XX-XX (parcial, Golden Pages)","Tashkent, Yunusabadskiy r-n, ul. Darvozakent, 23",Website,Russian,https://www.goldenpages.uz/company/?Id=74496,,,Canal Telegram disponible via Golden Pages; directorio rubro 'Kuhonnye garnitury' (Id=101419).,new_v3,firecrawl,,retail_tashkent.json,,,
zabardast-mebel-tashkent,Zabardast Mebel,Tashkent,Kitchen,Fabricante/taller de muebles de cocina (produccion en Chilanzar),Retail,,Not determinable,"Listado como 'proizvoditel, tsekh' (fabricante, taller) en directorio Golden Pages",Low,Taller de produccion local sin senales de posicionamiento premium en el listado,Design+Install+Supply,,"+998 98 300-XX-XX (parcial, Golden Pages)","100054, Tashkent, Chilanzarskiy r-n, kv-l Chilanzar-9, ul. Chapanata, 28A",Website,Russian,https://www.goldenpages.uz/company/?Id=72642,,,"Directorio Golden Pages, rubro 'Kuhonnye garnitury' (Id=101419).",new_v3,firecrawl,,retail_tashkent.json,,,
mirano-premium-class-tashkent,Mirano - Premium Class,Tashkent,Kitchen,Fabrica de muebles de cocina de gama alta junto con sofas de cuero y dormitorios a medida,Retail,,Yes,"Fabrica de muebles 'Mirano.uz' con direccion fisica confirmada en Yandex Maps (ul. Ihlos, 54)",High,Nombre comercial explicito 'Premium Class'; materiales MDF lacado/chapado y madera maciza de especies valiosas; herrajes Blum (Austria),Design+Install+Supply,shermahanov55@gmail.com,+998 97 421 64 44,"Tashkent, ul. Ihlos, 54",Website,Russian,https://mirano-premium.wixsite.com/mirano,"MDF lacado, MDF chapado, madera maciza; herrajes Blum",Muebles de cocina como categoria 'lider en ventas'; tambien sofas de cuero y dormitorios a medida,Presencia tambien en Facebook/Instagram (@mirano_mebel) y Yandex Maps como fabrica de muebles ('Mirano.uz').,new_v3,firecrawl,,retail_tashkent.json,true,7,"Premium kitchen fabricator (Blum hardware) — free exhibition space for countertop-brand exclusivity, initial-volume discount."
il-home-showroom-tashkent,IL Home Showroom,Tashkent,Hybrid,Showroom curado de interiorismo/mobiliario y decoracion premium multimarca con acompanamiento de proyecto (Interior Design + Retail),Retail,,Yes,"Showroom fisico confirmado: Tashkent, Mirabadskiy r-n, ul. Nukusskaya, 31/1; horario 11:00-20:00 diario",High,"Se autodenomina 'Curated Interior Design Showroom'; +1000 marcas representadas, 8 marcas exclusivas de Reino Unido, Italia y Francia",Design+Install+Supply,,"+998 88 009-XX-XX (parcial, Golden Pages)","Tashkent, Mirabadskiy r-n, ul. Nukusskaya, 31/1",Website,English,https://ilhome.design/,,Acompana el proyecto desde el concepto del cliente hasta la instalacion; seleccion curada de marcas + logistica; 'where inspiration takes shape',"Tambien listado en Golden Pages e Instagram (@ilhome_showroom); no es especifico de cocina/bano sino de mobiliario y decoracion premium en general - relevante como showroom multimarca de alto standing, no como punto de venta de superficies. Ilhom significa 'inspiracion' en uzbeko.",new_v3,firecrawl,,retail_tashkent.json,,,
lider-mebel-tashkent,Lider Mebel,Tashkent,Kitchen & Bath,"Fabricante de mobiliario a medida para cocina Y bano (tocadores con encimera de cuarzo), ademas de otras categorias de mueble para el hogar",Retail,,Yes,"Direccion de fabrica/showroom: ul. Karasarayskaya, 353, Almazar, Tashkent; horario Lun-Sab 10:00-18:00",Low,"Eslogan 'Mebel po tsene proizvoditelya' (mueble a precio de fabricante) / 'precios accesibles'; escalado explicito Estandar 1.6-2.5M, Confort 2.5-4M, Prestigio desde 5M UZS",Design+Install+Supply,info@lider-m.uz,+998 90 176-94-17 / +998 90 322-10-35,"100069, Tashkent, Almazarskiy r-n, ul. Karasarayskaya, 353",Website,Russian,https://lider-m.uz/our-works/bathroom/index.htm,"LMDF, MDF+pintura, acrilico, herrajes Blum (Austria); encimeras de cuarzo en muebles de bano","En el mercado desde 2007; 'mueble a precio de fabricante'; catalogo amplio (cocina, bano, dormitorio, vestidor, mobiliario comercial)",Uso de encimeras de cuarzo en tocadores de bano es una senal relevante para posible venta cruzada de superficies Cosentino en gama de entrada.,new_v3,firecrawl,,retail_tashkent.json,,,
mir-santexniki-tashkent,Mir Santexniki (mebel dlya vannoy),Tashkent,Kitchen & Bath,Distribuidor de sanitarios/fontaneria con linea propia de muebles de bano (tocadores con lavabo integrado),Retail,,Yes,"Local fisico en mercado mayorista de la construccion Gumbaz, tienda C-35, Tashkent",Medium,"Linea de tocadores etiquetada 'clase premium' (marca Caizer) 1.670.000-2.900.000 UZS; pintura italiana Sirca, mecanismo Tandem de cierre suave",Design+Install+Supply,,+998 99 476 26 00 / +998 99 989 39 42,"Tashkent, Stroitelnyy rynok Gumbaz, magazin C-35",Website,Russian,https://mirsantexniki.uz/products/mebel-dlya-vannoy/,Marca de tocadores Caizer; pintura Sirca (Italia); MDF resistente a la humedad,,Retailer generalista de fontaneria/sanitarios ubicado en mercado mayorista Gumbaz; la linea de mobiliario de bano es secundaria pero relevante para el canal Kitchen & Bath.,new_v3,firecrawl,,retail_tashkent.json,,,
karavaev-co-group-tashkent,Karavaev&Co Group,Tashkent,Interior Designer (Retail),Estudio de arquitectura/interiorismo residencial con servicio de supervision de autor (acompana compras de mobiliario/decoracion),Retail,,Not determinable,"No se menciona showroom propio, solo oficina de estudio de diseno",Medium,Diseno de interior desde 11 USD/m2; reforma llave en mano desde 1.990.000 UZS; sistema de descuentos flexible mencionado,Design+Install+Supply,client@art-kv.ru,+998 91 162-86-62,"Tashkent, ul. Shota Rustaveli, 12A",Website,Russian,https://domtut.uz/blog/top-10-dizayn-studi-kvartir-i-domov-v-tashkente-2023,,Bufete de arquitectura activo desde 2009; amplio portfolio de vivienda; supervision de autor incluye acompanar al cliente en compras de mobiliario/materiales,Datos de contacto via articulo agregador domtut.uz (Top-10 estudios de diseno Tashkent); se recomienda verificar vigencia directamente con la empresa.,new_v3,firecrawl,,retail_tashkent.json,,,
manakovs-interior-design-studio-tashkent,Manakovs' Interior Design Studio,Tashkent,Interior Designer (Retail),"Estudio boutique fundado por una pareja, enfocado en interiores residenciales (clasico, escandinavo, moderno, loft)",Retail,,Not determinable,,High,Sin tabla de precios publica (senal habitual de posicionamiento bespoke/premium en este mercado); +500 proyectos residenciales realizados desde 2012,Design+Install+Supply,,+998 90 932-82-62,"Tashkent, ul. Talimarjon, 166",Website,Russian,https://domtut.uz/blog/top-10-dizayn-studi-kvartir-i-domov-v-tashkente-2023,,Fundada por pareja en 2012; +500 casos/proyectos; consulta gratuita; ausencia total de precios publicados,"Datos via articulo agregador domtut.uz; foco declarado en vivienda particular, encaja bien en Retail (no trabaja con developers segun la resena).",new_v3,firecrawl,,retail_tashkent.json,,,
sayf-architecture-design-studio-tashkent,SAYF Architecture & Design Studio,Tashkent,Interior Designer (Retail),"Estudio de arquitectura e interiorismo que trabaja mayoritariamente vivienda particular, tambien oficinas/cafes/restaurantes en menor medida",Retail,"Proyectos (menor - oficinas, cafes, restaurantes)",Not determinable,,High,Precio 'a discutir individualmente' (sin publicar); servicio unico en Uzbekistan de planificacion a escala real; +600 proyectos / 60.000 m2 en 14 anos de actividad,Design+Install+Supply,info@sayf.uz,+998 99 033-66-06,"Tashkent, massiv Rakat, 8/25",Website,Russian,https://sayfdes.com/,,14 anos en el mercado (desde 2011); +600 proyectos de interiorismo y fachadas; +50 objetos entregados llave en mano,"Trabaja principalmente con vivienda particular pero tambien oficinas/cafes/restaurantes segun resena domtut.uz; predominio residencial, se mantiene en Retail pero se marca el matiz de canal secundario Proyectos.",new_v3,firecrawl,,retail_tashkent.json,,,
micasa-design-tashkent,Micasa,Tashkent,Interior Designer (Retail),"Estudio de interiorismo de lujo con representaciones internacionales, trabaja con marcas de mobiliario/decoracion de alta gama",Retail,,Not determinable,,High,"Trabaja con marcas de lujo internacionales (Vitra, Mudo Concept, Smeg, Onyx, Benjamin Moore); sin tabla de precios publica; oficinas en Uzbekistan, EAU y Moscu",Design+Install+Supply,info@micasa-desigh.com,"+998 95 475-50-00 (formato aproximado, fuente agregadora)","Tashkent, ul. Tarasa Shevchenko, 34",Website,Russian,https://domtut.uz/blog/top-10-dizayn-studi-kvartir-i-domov-v-tashkente-2023,"Vitra, Mudo Concept, Smeg, Onyx, Benjamin Moore","Presencia en Uzbekistan, EAU y Moscu; equipo de +10 disenadores y 6 arquitectos; trabaja con marcas de mobiliario y pintura de lujo",Datos via articulo agregador domtut.uz; verificar telefono directamente (formato de la fuente original parece tener un digito de mas).,new_v3,firecrawl,,retail_tashkent.json,,,
kvarcs-tashkent,KvarcS (KVARC-S),Tashkent,Showroom,Fabricante/distribuidor local de piedra de cuarzo aglomerado en planchas - competidor directo de gama de cuarzo tipo Silestone,Retail,,Yes,"Direccion fisica confirmada: ul. Chilanzarskaya, 55, Tashkent; horario L-V 9:00-20:00, S-D 10:00-19:00",Medium,'Priemlemye tseny' (precios asequibles) mencionado explicitamente como ventaja; garantia de calidad 15 anos; distribucion a todo Uzbekistan,Design+Install+Supply,kvarcs.uz@yandex.ru,+998 90 005 59 55 / +998 90 952 21 11,"Tashkent, ul. Chilanzarskaya, 55",Website,Russian,https://ru.kvarcs.uz/,"Piedra de cuarzo aglomerado propia 'KVARC-S' (92-94% cuarzo natural), planchas 3050x1440mm y 3200x1600mm, espesor 15-20mm",En el mercado desde 2007; entrega rapida; certificado de calidad de la Republica de Uzbekistan,Fabricante local de aglomerado de cuarzo - competidor directo mas relevante encontrado en esta pasada para el posicionamiento de precio de entrada de Cosentino Silestone/Dekton.,new_v3,firecrawl,,retail_tashkent.json,,,
corona-ceramic-tiles-tashkent,Corona Ceramic Tiles,Tashkent,Showroom,Fabricante y exportador de gres porcelanico/azulejo ceramico,Retail,,Not determinable,,Medium,Fabricante/exportador local sin senales de posicionamiento premium ni economico extremo en el listado del directorio,Design+Install+Supply,,"+998 99 899-XX-XX (parcial, Golden Pages)","Tashkent, Mirzo-Ulugbekskiy r-n, ul. Shurtepa, 211A",Website,Russian,https://www.goldenpages.uz/company/?Id=110326,,,"Directorio Golden Pages, rubro 'Keramogranit - prodazha, proizvodstvo' (Id=106462).",new_v3,firecrawl,,retail_tashkent.json,,,
ispaniya-kafellari-tashkent,Ispaniya Kafellari (MIR AND CO),Tashkent,Showroom,Tienda/importador-distribuidor especializado en azulejo y gres importado de Espana,Retail,,Yes,"Tienda fisica: 100100, Tashkent, Yakkasarayskiy r-n, proezd 1-y Mukimi, 19A; horario 10:00-19:00",High,Posicionamiento explicito como 'azulejos espanoles' importados (nombre comercial 'Ispaniya Kafellari' = 'Azulejos de Espana'); importador/distribuidor con 20 anos en el directorio,Design+Install+Supply,,"+998 97 714-XX-XX (parcial, Golden Pages)","100100, Tashkent, Yakkasarayskiy r-n, proezd 1-y Mukimi, 19A",Website,Russian,https://www.goldenpages.uz/company/?Id=51645,Azulejo/gres porcelanico importado de Espana,,"Directorio Golden Pages, rubro 'Keramogranit' (Id=106462); presencia en Facebook/Telegram/Instagram.",new_v3,firecrawl,,retail_tashkent.json,,,
porcelanosa-tashkent,"Porcelanosa (tienda oficial, Decart Systems)",Tashkent,Showroom,"Tienda de la marca espanola premium Porcelanosa (gres porcelanico, sanitarios, mosaico)",Retail,,Yes,"Tienda fisica: 100007, Tashkent, Yashnabadskiy r-n, ul. Parkent, 170; horario 10:00-20:00",High,"Marca internacional premium reconocida (Porcelanosa, Espana); operador local 'Decart Systems' OOO",Design+Install+Supply,,"+998 71 205-XX-XX (parcial, Golden Pages)","100007, Tashkent, Yashnabadskiy r-n, ul. Parkent, 170",Website,Russian,https://www.goldenpages.uz/company/?Id=101561,Porcelanosa (Espana),Marca de referencia internacional de gres porcelanico y bano de alta gama con presencia fisica confirmada en Tashkent,Hallazgo relevante: presencia formal de la marca Porcelanosa (competidor premium indirecto en superficies) en Tashkent via distribuidor local.,new_v3,firecrawl,,retail_tashkent.json,,,
keramogranit-dunyosi-tashkent,Keramogranit Dunyosi,Tashkent,Showroom,Comercializadora de gres porcelanico,Retail,,Not determinable,,Low,Listado generico en directorio sin senales de posicionamiento premium; nombre generico ('Mundo del gres porcelanico'),Design+Install+Supply,,"+998 97 479-XX-XX (parcial, Golden Pages)","100007, Tashkent, Yashnabadskiy r-n, proezd 2-y Parkent, 7",Website,Russian,https://www.goldenpages.uz/company/?Id=108110,,,"Directorio Golden Pages, rubro 'Keramogranit' (Id=106462).",new_v3,firecrawl,,retail_tashkent.json,,,
granlab-tashkent,GranLab,Tashkent,Showroom,"Procesador/showroom de piedra natural (granito, marmol, travertino, onix) para encimeras, escaleras, columnas, fachadas y elementos decorativos",Retail,,Yes,"Direccion fisica confirmada: g. Tashkent, ul. Karasarayskaya, d. 316",High,"Piedra natural (marmol, granito, travertino, onix) para proyectos de gama alta: escaleras, columnas, balaustradas, paneles 3D; se autodenomina 'lider en procesamiento de granito' y 'uno de los mejores fabricantes' del pais",Design+Install+Supply,info@granlab.uz,+998 91 190 23 73,"Tashkent, ul. Karasarayskaya, d. 316",Website,Russian,https://www.granlab.uz/products,"Marmol, granito, travertino, onix naturales (origen no especificado en la web)",Compania lider en procesamiento de granito y uno de los mejores fabricantes de productos de granito de Uzbekistan,"Competidor de piedra natural (no aglomerado); relevante como referencia de precio alto en el segmento de encimeras/superficies de lujo, y como potencial socio de distribucion.",new_v3,firecrawl,,retail_tashkent.json,,,
